Genre,S_Lyric,Genre_Index
Hip-Hop,"leavin mother fuckers dense One of the baddest bitches on the planet. Act like you know it's the funk bandit dammit, and you can't stand it. You can run, but you can't hide From this bad mannered individu-AL Gal from the West Side Hit em up. I can't quick stick like the bottom of an ostrich Hung in your pants Hotness from your bull-shit And it's written all over your face You want my space but ain't got what it takes to take my place... Sittin on top of the world Sittin on top of the world With 50 grand in my hand Steady puffin on a blunt Sippin hennessy and coke, Gimme what you won't. Sittin on top of the world Sittin on top of the world",1
Hip-Hop,"I wonder if she could tell I'm hard right now, hmmm Yeah, come on, dance for me baby, ha ha, yeah Oh, oh, you feel that? Alright Come on, don't stop now You done did it, come on, uh, yeah, alright, hold on Baby when we're grinding I get so excited Ooh, how I like it I try but I can't fight it Oh, your dancing real close Plus it's real real slow (You know what you're doing, don't you) You're making it hard for me All the slow songs you requested You're dancing like you're naked Oh, it's almost like we're sexing (oh yeah) Yeah boo, I like it No, I can't deny it But I know you can tell I'm excited, oh girl Step back you're",1
R&B,you be dripping off my lips like chocolate covered cherries and the way you swing those hips like mixed berry jelly you be melting in my mouth cause you melting in my hand oh girl let me try to tell you how i feel oh girl strange love but this is what it is i wish that you were candy wrap you with my body girl i'll take my time to savor your flavor i wish that you were candy i'd save some for later nothing would taste better then you to me i've got a sweet tooth for you will you help me fill it? like a big bag of skittles girl i want to dive in it you can be my lollipop; i can be your,3
R&B,"Don't look so sad I know it's over But life goes on and this world keeps on turning, yeah Let's just be glad, we have this time to spend together There is no need to watch the bridges that were burning Lay your head on my pillow hold your warm and tender body close to mine Hear the whisper of the raindrops Blow softly against my window pain late at night Make believe you love me, on more time For the good times For the good times I'll get along, I'm sure you'll find another But baby please remember I'll be here I'm gone stay right here If you should ever find that you need me, yeah Don't say a word about tomorrow forever Forever and ever and",3
Hip-Hop,"I found a interscope And when I looked through the hole what I saw was dope I saw a new nigga, sittin behind a big desk Wit a big head and a big chest And a big belly, talkin on a celly Hatin real players, cuttin niggas throats Like he was tryin to be the mayor Then some niggas rushed in, punched him in his mouth Threw him down on the floor and started stompin him out Screamin fuck steve stoute, serve street justice Cryin on the floor wit your lip all busted You went out like a pussy, fuck the dough you got 'cause wit all that money nigga, you still can't buy a heart Only gangstas play the part I'm still around, to bring you, the",1
Electronic,"You lied to me, You tried to be, Everything I would want, But everything you couldn't be. The world that you have made, Has suddenly collided, So you'll have the chance to lead, A new life Everything that I would want, Everything you couldn't be. This is your cop-out to your life, I will be the end of everything you love, It rips my heart out and I can't take anymore, Heart out, I'm lying on the floor. I can't, I can't believe this, I can't, I can't believe this, I can't, I can't believe this, I can't believe this has happened, I can't believe this is happening, I can't believe this is happening, I can't believe that this is happening to me, I thought that you would",2
Country,"(C.W. McCall, Bill Fries, Chip Davis) It's 4 A.M., and I'm a hundred miles from breakfast in Wyomin' I'm not complainin' I got the radio on, playin' on a station from New Orleans An' now it's rainin' I'm makin' time, tryin' ta keep it rollin' And I'm all alone [Chorus] Windshield wipers in the rain I hear that country-western music comin' at me, through the thunder A flash of lightnin' I hear the D.J., sayin' ""Here's a little tune for all you truckers. ""I hope you like it."" I'm gettin' tired; my eyes are feelin' sandy When I'm alone [Chorus] Windshield wipers in the rain I hear a freight train comin' down I see the headlights flashin' 'round I feel an earthquake in the ground An' then he's",0
R&B,"me, baby? Now do you love me? (Do you love me now that I can dance?) Watch me, now (Work, work) ah, work it out baby (Work, work) well, I'm gonna drive you crazy (Work, work) you are getting kind of cold, now (Work) (Work, work) with just a little bit of soul, now ? (Work, work) come on, come on now (Work, work) I'm gonna drive you crazy (Work) I can mash potatoes I can do the twist Well now, tell me, baby, do you like it like this? Tell me (tell me) tell me Do you love me? Do you love me, baby? Do you love me? Do you love me? Now that I can dance (Work, work) ah, work it out baby (Work, work) well,",3
Electronic,"Voices heard in fields of green. Their joy, their calm, and luxury Are lost within the wanderings of my mind. I'm cutting branches from the trees, Shaped by years om memories. To exorcise their ghosts from inside of me. The sound of waves in a pool of water. I'm drowing in my nostalgia. Nostaligia. Ay, ay, ay, nostaligia. The sound of waves in a pool of water. I'm drowing in my nostalgia. Nostalgia. My nostalgia. My nostalgia. My nostalgia.",2
R&B,bruised i'm lost yeah they've all torn me up but when the shadows calling i'll save you-ou-ou-ou i'll save you-ou i'll save you-ou-ou-ou i'll save you-ou yeah ay lovin' you is all i need i'll save you-ou,3
